fecha,isla,turistas
2014-09-01,Lanzarote,186007.0
2014-10-01,Lanzarote,213122.0
2014-11-01,Lanzarote,177677.0
2014-12-01,Lanzarote,168138.0
2015-01-01,Lanzarote,167387.0
2015-02-01,Lanzarote,182608.0
2015-03-01,Lanzarote,201147.0
2015-04-01,Lanzarote,186940.0
2015-05-01,Lanzarote,185014.0
2015-06-01,Lanzarote,190862.0
2015-07-01,Lanzarote,225575.0
2015-08-01,Lanzarote,244270.0
2015-09-01,Lanzarote,203503.0
2015-10-01,Lanzarote,227608.0
2015-11-01,Lanzarote,198614.0
2015-12-01,Lanzarote,178943.0
2016-01-01,Lanzarote,186570.0
2016-02-01,Lanzarote,213096.0
2016-03-01,Lanzarote,238504.0
2016-04-01,Lanzarote,219509.0
2016-05-01,Lanzarote,205843.0
2016-06-01,Lanzarote,215364.0
2016-07-01,Lanzarote,250214.0
2016-08-01,Lanzarote,263741.0
2016-09-01,Lanzarote,229778.0
2016-10-01,Lanzarote,257286.0
2016-11-01,Lanzarote,218937.0
2016-12-01,Lanzarote,230991.0
2017-01-01,Lanzarote,209525.0
2017-02-01,Lanzarote,220334.0
2017-03-01,Lanzarote,238341.0
2017-04-01,Lanzarote,259727.0
2017-05-01,Lanzarote,227095.0
2017-06-01,Lanzarote,229679.0
2017-07-01,Lanzarote,283966.0
2017-08-01,Lanzarote,275710.0
2017-09-01,Lanzarote,242026.0
2017-10-01,Lanzarote,270464.0
2017-11-01,Lanzarote,239324.0
2017-12-01,Lanzarote,233167.0
2018-01-01,Lanzarote,193069.0
2018-02-01,Lanzarote,227473.0
2018-03-01,Lanzarote,271660.0
2018-04-01,Lanzarote,241597.0
2018-05-01,Lanzarote,240001.0
2018-06-01,Lanzarote,230435.0
2018-07-01,Lanzarote,255198.0
2018-08-01,Lanzarote,254222.0
2018-09-01,Lanzarote,244534.0
2018-10-01,Lanzarote,258800.0
2018-11-01,Lanzarote,228759.0
2018-12-01,Lanzarote,235525.0
2019-01-01,Lanzarote,216582.0
2019-02-01,Lanzarote,240120.0
2019-03-01,Lanzarote,268820.0
2019-04-01,Lanzarote,247078.0
2019-05-01,Lanzarote,227497.0
2019-06-01,Lanzarote,237192.0
2019-07-01,Lanzarote,266944.0
2019-08-01,Lanzarote,268515.0
2019-09-01,Lanzarote,233073.0
2019-10-01,Lanzarote,254273.0
2019-11-01,Lanzarote,220942.0
2019-12-01,Lanzarote,232001.0
2020-01-01,Lanzarote,187115.0
2020-02-01,Lanzarote,205272.0
2020-03-01,Lanzarote,93014.0
2020-06-01,Lanzarote,779.0
2020-07-01,Lanzarote,55748.0
2020-08-01,Lanzarote,66370.0
2020-09-01,Lanzarote,31992.0
2020-10-01,Lanzarote,39824.0
2020-11-01,Lanzarote,25073.0
2020-12-01,Lanzarote,34510.0
2021-01-01,Lanzarote,12061.0
2021-02-01,Lanzarote,9197.0
2021-03-01,Lanzarote,12776.0
2021-04-01,Lanzarote,16766.0
2021-05-01,Lanzarote,29479.0
2021-06-01,Lanzarote,47750.0
2021-07-01,Lanzarote,109421.0
2021-08-01,Lanzarote,169132.0
2021-09-01,Lanzarote,147973.0
2021-10-01,Lanzarote,212542.0
2021-11-01,Lanzarote,198616.0
2021-12-01,Lanzarote,157522.0
2022-01-01,Lanzarote,129725.0
2022-02-01,Lanzarote,190426.0
2022-03-01,Lanzarote,222779.0
2022-04-01,Lanzarote,233693.0
2022-05-01,Lanzarote,216062.0
2022-06-01,Lanzarote,227463.0
2022-07-01,Lanzarote,263551.0
2022-08-01,Lanzarote,274088.0
2022-09-01,Lanzarote,227757.0
2022-10-01,Lanzarote,264619.0
2022-11-01,Lanzarote,231471.0
2022-12-01,Lanzarote,252612.0
2023-01-01,Lanzarote,230186.0
2023-02-01,Lanzarote,241051.0
2023-03-01,Lanzarote,263839.0
2023-04-01,Lanzarote,254656.0
2023-05-01,Lanzarote,234260.0
2023-06-01,Lanzarote,238202.0
2023-07-01,Lanzarote,272568.0
2023-08-01,Lanzarote,270050.0
2023-09-01,Lanzarote,240643.0
2023-10-01,Lanzarote,274249.0
2023-11-01,Lanzarote,253657.0
2023-12-01,Lanzarote,275827.0
2024-01-01,Lanzarote,247454.0
2024-02-01,Lanzarote,280771.0
2024-03-01,Lanzarote,306790.0
2024-04-01,Lanzarote,256979.0
2024-05-01,Lanzarote,240391.0
2024-06-01,Lanzarote,246445.0
2024-07-01,Lanzarote,270502.0
2024-08-01,Lanzarote,282825.0
2024-09-01,Lanzarote,251178.0
2024-10-01,Lanzarote,289652.0
2024-11-01,Lanzarote,281100.0
2024-12-01,Lanzarote,283957.0
2025-01-01,Lanzarote,260361.0
2025-02-01,Lanzarote,280604.0
2025-03-01,Lanzarote,304313.0
2025-04-01,Lanzarote,273973.0
2025-05-01,Lanzarote,253552.0
2025-06-01,Lanzarote,253311.0
2025-07-01,Lanzarote,290641.0
2025-08-01,Lanzarote,293406.0
2025-09-01,Lanzarote,250608.0
2025-10-01,Lanzarote,290309.0
2025-11-01,Lanzarote,270206.0
2025-12-01,Lanzarote,271265.0
2026-01-01,Lanzarote,261469.0
2026-02-01,Lanzarote,282741.0
2026-03-01,Lanzarote,304944.0
2026-04-01,Lanzarote,259602.0
2026-05-01,Lanzarote,253705.0
2010-01-01,Tenerife,346190.0
2010-02-01,Tenerife,339103.0
2010-03-01,Tenerife,363797.0
2010-04-01,Tenerife,291423.0
2010-05-01,Tenerife,253441.0
2010-06-01,Tenerife,282219.0
2010-07-01,Tenerife,341077.0
2010-08-01,Tenerife,350056.0
2010-09-01,Tenerife,283470.0
2010-10-01,Tenerife,380084.0
2010-11-01,Tenerife,355860.0
2010-12-01,Tenerife,341703.0
2011-01-01,Tenerife,366407.0
2011-02-01,Tenerife,382765.0
2011-03-01,Tenerife,418057.0
2011-04-01,Tenerife,434903.0
2011-05-01,Tenerife,289895.0
2011-06-01,Tenerife,303428.0
2011-07-01,Tenerife,399774.0
2011-08-01,Tenerife,406593.0
2011-09-01,Tenerife,355083.0
2011-10-01,Tenerife,411114.0
2011-11-01,Tenerife,385545.0
2011-12-01,Tenerife,390913.0
2012-01-01,Tenerife,409528.0
2012-02-01,Tenerife,399349.0
2012-03-01,Tenerife,426899.0
2012-04-01,Tenerife,384782.0
2012-05-01,Tenerife,298963.0
2012-06-01,Tenerife,332593.0
2012-07-01,Tenerife,381665.0
2012-08-01,Tenerife,408038.0
2012-09-01,Tenerife,350137.0
2012-10-01,Tenerife,400924.0
2012-11-01,Tenerife,385062.0
2012-12-01,Tenerife,383125.0
2013-01-01,Tenerife,377919.0
2013-02-01,Tenerife,383378.0
2013-03-01,Tenerife,444036.0
2013-04-01,Tenerife,380282.0
2013-05-01,Tenerife,323260.0
2013-06-01,Tenerife,331167.0
2013-07-01,Tenerife,385081.0
2013-08-01,Tenerife,389277.0
2013-09-01,Tenerife,351310.0
2013-10-01,Tenerife,427273.0
2013-11-01,Tenerife,443430.0
2013-12-01,Tenerife,428460.0
2014-01-01,Tenerife,423249.0
2014-02-01,Tenerife,419704.0
2014-03-01,Tenerife,472553.0
2014-04-01,Tenerife,428803.0
2014-05-01,Tenerife,344727.0
2014-06-01,Tenerife,343033.0
2014-07-01,Tenerife,404620.0
2014-08-01,Tenerife,445555.0
2014-09-01,Tenerife,377176.0
2014-10-01,Tenerife,456785.0
2014-11-01,Tenerife,423134.0
2014-12-01,Tenerife,421385.0
2015-01-01,Tenerife,436756.0
2015-02-01,Tenerife,410277.0
2015-03-01,Tenerife,502009.0
2015-04-01,Tenerife,390009.0
2015-05-01,Tenerife,356142.0
2015-06-01,Tenerife,352637.0
2015-07-01,Tenerife,408174.0
2015-08-01,Tenerife,438939.0
2015-09-01,Tenerife,371597.0
2015-10-01,Tenerife,450108.0
2015-11-01,Tenerife,436327.0
2015-12-01,Tenerife,432744.0
2016-01-01,Tenerife,440697.0
2016-02-01,Tenerife,444575.0
2016-03-01,Tenerife,513686.0
2016-04-01,Tenerife,461705.0
2016-05-01,Tenerife,406407.0
2016-06-01,Tenerife,418289.0
2016-07-01,Tenerife,504794.0
2016-08-01,Tenerife,497269.0
2016-09-01,Tenerife,432745.0
2016-10-01,Tenerife,486146.0
2016-11-01,Tenerife,459255.0
2016-12-01,Tenerife,511093.0
2017-01-01,Tenerife,489761.0
2017-02-01,Tenerife,486977.0
2017-03-01,Tenerife,507329.0
2017-04-01,Tenerife,520447.0
2017-05-01,Tenerife,444265.0
2017-06-01,Tenerife,459482.0
2017-07-01,Tenerife,514217.0
2017-08-01,Tenerife,528599.0
2017-09-01,Tenerife,470816.0
2017-10-01,Tenerife,513363.0
2017-11-01,Tenerife,492374.0
2017-12-01,Tenerife,499885.0
2018-01-01,Tenerife,486530.0
2018-02-01,Tenerife,465028.0
2018-03-01,Tenerife,536412.0
2018-04-01,Tenerife,466075.0
2018-05-01,Tenerife,414977.0
2018-06-01,Tenerife,443399.0
2018-07-01,Tenerife,482026.0
2018-08-01,Tenerife,508080.0
2018-09-01,Tenerife,440766.0
2018-10-01,Tenerife,529415.0
2018-11-01,Tenerife,490605.0
2018-12-01,Tenerife,495742.0
2019-01-01,Tenerife,496161.0
2019-02-01,Tenerife,487639.0
2019-03-01,Tenerife,548887.0
2019-04-01,Tenerife,472718.0
2019-05-01,Tenerife,419102.0
2019-06-01,Tenerife,443349.0
2019-07-01,Tenerife,478381.0
2019-08-01,Tenerife,497962.0
2019-09-01,Tenerife,428893.0
2019-10-01,Tenerife,480464.0
2019-11-01,Tenerife,474596.0
2019-12-01,Tenerife,501010.0
2020-01-01,Tenerife,486262.0
2020-02-01,Tenerife,509502.0
2020-03-01,Tenerife,201152.0
2020-06-01,Tenerife,5686.0
2020-07-01,Tenerife,118442.0
2020-08-01,Tenerife,156489.0
2020-09-01,Tenerife,99438.0
2020-10-01,Tenerife,98751.0
2020-11-01,Tenerife,79478.0
2020-12-01,Tenerife,102210.0
2021-01-01,Tenerife,49730.0
2021-02-01,Tenerife,53529.0
2021-03-01,Tenerife,69141.0
2021-04-01,Tenerife,78191.0
2021-05-01,Tenerife,105156.0
2021-06-01,Tenerife,132665.0
2021-07-01,Tenerife,227913.0
2021-08-01,Tenerife,320904.0
2021-09-01,Tenerife,320876.0
2021-10-01,Tenerife,452310.0
2021-11-01,Tenerife,465336.0
2021-12-01,Tenerife,399311.0
2022-01-01,Tenerife,373106.0
2022-02-01,Tenerife,458416.0
2022-03-01,Tenerife,530882.0
2022-04-01,Tenerife,514154.0
2022-05-01,Tenerife,426483.0
2022-06-01,Tenerife,434852.0
2022-07-01,Tenerife,493557.0
2022-08-01,Tenerife,509853.0
2022-09-01,Tenerife,449571.0
2022-10-01,Tenerife,521223.0
2022-11-01,Tenerife,539165.0
2022-12-01,Tenerife,570381.0
2023-01-01,Tenerife,549234.0
2023-02-01,Tenerife,543163.0
2023-03-01,Tenerife,579747.0
2023-04-01,Tenerife,543355.0
2023-05-01,Tenerife,459509.0
2023-06-01,Tenerife,467963.0
2023-07-01,Tenerife,518815.0
2023-08-01,Tenerife,530209.0
2023-09-01,Tenerife,484965.0
2023-10-01,Tenerife,562744.0
2023-11-01,Tenerife,588032.0
2023-12-01,Tenerife,621623.0
2024-01-01,Tenerife,612169.0
2024-02-01,Tenerife,632295.0
2024-03-01,Tenerife,678693.0
2024-04-01,Tenerife,578602.0
2024-05-01,Tenerife,528408.0
2024-06-01,Tenerife,522461.0
2024-07-01,Tenerife,580512.0
2024-08-01,Tenerife,603529.0
2024-09-01,Tenerife,551175.0
2024-10-01,Tenerife,617714.0
2024-11-01,Tenerife,652800.0
2024-12-01,Tenerife,679245.0
2025-01-01,Tenerife,643460.0
2025-02-01,Tenerife,648255.0
2025-03-01,Tenerife,677688.0
2025-04-01,Tenerife,604370.0
2025-05-01,Tenerife,539410.0
2025-06-01,Tenerife,542881.0
2025-07-01,Tenerife,611623.0
2025-08-01,Tenerife,618578.0
2025-09-01,Tenerife,563261.0
2025-10-01,Tenerife,631662.0
2025-11-01,Tenerife,659656.0
2025-12-01,Tenerife,671202.0
2026-01-01,Tenerife,649614.0
2026-02-01,Tenerife,657396.0
2026-03-01,Tenerife,675573.0
2026-04-01,Tenerife,559459.0
2026-05-01,Tenerife,518359.0
