fecha,isla,adr_eur,revpar_eur,grado_ocupacion,month,quarter,is_high_season,revpar_eur_lag_1,revpar_eur_lag_3,revpar_eur_lag_12,revpar_eur_rolling_mean_3,revpar_eur_rolling_mean_12,revpar_eur_yoy_growth
2023-05-01,Gran Canaria,106.58,77.29,0.7251829611559393,5,2,0,94.46,122.28,70.48,111.78666666666668,99.81333333333335,0.09662315550510786
2023-06-01,Gran Canaria,104.07,77.47,0.7444028058037859,6,2,0,77.29,118.62,71.06,96.79,100.38083333333334,0.09020546017450037
2023-07-01,Gran Canaria,116.08,92.73,0.7988456237077878,7,3,0,77.47,94.46,86.95,83.07333333333332,100.915,0.0664749856239218
2023-08-01,Gran Canaria,125.31,103.72,0.8277072859308914,8,3,1,92.73,77.29,97.51,82.49666666666667,101.39666666666669,0.06368577581786476
2023-09-01,Gran Canaria,112.2,92.82,0.8272727272727272,9,3,1,103.72,77.47,88.46,91.30666666666666,101.91416666666665,0.049287813701107845
2023-10-01,Gran Canaria,128.36,108.5,0.8452789030850731,10,4,0,92.82,92.73,98.61,96.42333333333333,102.27750000000002,0.10029408782070784
2023-11-01,Gran Canaria,141.66,124.59,0.8795002117746717,11,4,1,108.5,103.72,117.12,101.67999999999999,103.10166666666667,0.06378073770491802
2023-12-01,Gran Canaria,147.02,123.92,0.8428785199292613,12,4,0,124.59,92.82,113.84,108.63666666666666,103.72416666666668,0.08854532677442022
2024-01-01,Gran Canaria,139.59,126.01,0.902715094204456,1,1,1,123.92,108.5,118.37,119.00333333333333,104.56416666666667,0.06454338092422067
2024-02-01,Gran Canaria,147.43,141.4,0.9590992335345588,2,1,1,126.01,124.59,122.28,124.83999999999999,105.20083333333334,0.15636244684331047
2024-03-01,Gran Canaria,148.56,131.88,0.8877221324717286,3,1,1,141.4,123.92,118.62,130.44333333333336,106.79416666666668,0.11178553363682339
2024-04-01,Gran Canaria,132.47,99.95,0.7545104551974032,4,2,0,131.88,126.01,94.46,133.09666666666666,107.89916666666666,0.058119839085327224
2024-05-01,Gran Canaria,114.26,84.63,0.740679152809382,5,2,0,99.95,141.4,77.29,124.41000000000001,108.35666666666667,0.09496700737482196
2024-06-01,Gran Canaria,113.54,89.54,0.7886207503963361,6,2,0,84.63,131.88,77.47,105.48666666666666,108.96833333333332,0.15580224603072168
2024-07-01,Gran Canaria,126.05,101.9,0.8084093613645379,7,3,0,89.54,99.95,92.73,91.37333333333333,109.97416666666668,0.09888924835544054
2024-08-01,Gran Canaria,136.53,114.62,0.8395224492785469,8,3,1,101.9,84.63,103.72,92.02333333333335,110.73833333333333,0.10509062861550333
2024-09-01,Gran Canaria,124.76,106.22,0.8513946777813401,9,3,1,114.62,89.54,92.82,102.02000000000002,111.64666666666669,0.1443654384830856
2024-10-01,Gran Canaria,141.08,123.1,0.8725545789622908,10,4,0,106.22,101.9,108.5,107.58,112.76333333333332,0.13456221198156676
2024-11-01,Gran Canaria,160.19,146.17,0.9124789312691178,11,4,1,123.1,114.62,124.59,114.64666666666666,113.98,0.1732081226422665
2024-12-01,Gran Canaria,163.8,140.45,0.8574481074481073,12,4,0,146.17,106.22,123.92,125.16333333333334,115.77833333333335,0.13339251129761126
2025-01-01,Gran Canaria,155.53,140.52,0.9034912878544332,1,1,1,140.45,123.1,126.01,136.5733333333333,117.15583333333332,0.11514959130227763
2025-02-01,Gran Canaria,164.31,150.76,0.917533929766904,2,1,1,140.52,146.17,141.4,142.38,118.365,0.06619519094766609
2025-03-01,Gran Canaria,161.86,142.5,0.8803904608921289,3,1,1,150.76,140.45,131.88,143.91,119.145,0.08052775250227483
2025-04-01,Gran Canaria,148.5,113.03,0.7611447811447811,4,2,0,142.5,140.52,99.95,144.59333333333333,120.02999999999999,0.13086543271635817
2025-05-01,Gran Canaria,120.99,89.92,0.7432019175138441,5,2,0,113.03,150.76,84.63,135.42999999999998,121.12,0.06250738508803033
2025-06-01,Gran Canaria,119.84,96.42,0.8045727636849133,6,2,0,89.92,142.5,89.54,115.14999999999999,121.56083333333333,0.0768371677462586
2025-07-01,Gran Canaria,134.63,111.44,0.8277501299858873,7,3,0,96.42,113.03,101.9,99.79,122.13416666666667,0.09362119725220797
2025-08-01,Gran Canaria,143.98,123.57,0.8582442005834143,8,3,1,111.44,89.92,114.62,99.25999999999999,122.92916666666667,0.07808410399581214
2025-09-01,Gran Canaria,128.18,109.57,0.854813543454517,9,3,1,123.57,96.42,106.22,110.47666666666665,123.675,0.03153831670118616
2025-10-01,Gran Canaria,143.68,125.69,0.8747912026726057,10,4,0,109.57,111.44,123.1,114.86,123.95416666666667,0.021039805036555673
2025-11-01,Gran Canaria,166.74,148.16,0.888569029626964,11,4,1,125.69,123.57,146.17,119.61,124.17,0.01361428473695019
2025-12-01,Gran Canaria,174.09,148.34,0.8520880004595325,12,4,0,148.16,109.57,140.45,127.80666666666666,124.33583333333331,0.05617657529369893
2026-01-01,Gran Canaria,166.14,149.6,0.900445407487661,1,1,1,148.34,125.69,140.52,140.73,124.99333333333334,0.0646171363506973
2009-01-01,La Gomera,49.11,26.43,0.5381795968234575,1,1,1,,,,,,
2009-02-01,La Gomera,48.46,36.34,0.7498968221213372,2,1,1,26.43,,,,,
2009-03-01,La Gomera,59.93,49.75,0.8301351576839646,3,1,1,36.34,,,,,
2009-04-01,La Gomera,89.57,55.51,0.6197387518142236,4,2,0,49.75,26.43,,37.50666666666667,,
2009-05-01,La Gomera,54.39,20.74,0.3813200956058099,5,2,0,55.51,36.34,,47.199999999999996,,
2009-06-01,La Gomera,49.14,14.89,0.303011803011803,6,2,0,20.74,49.75,,41.99999999999999,,
2009-07-01,La Gomera,56.38,16.95,0.3006385242993969,7,3,0,14.89,55.51,,30.38,,
2009-08-01,La Gomera,59.89,23.12,0.3860410753047253,8,3,1,16.95,20.74,,17.526666666666667,,
2009-09-01,La Gomera,58.77,20.54,0.3494980432193295,9,3,1,23.12,14.89,,18.32,,
2009-10-01,La Gomera,53.24,18.0,0.33809166040571,10,4,0,20.54,16.95,,20.203333333333333,,
2009-11-01,La Gomera,62.64,27.27,0.4353448275862069,11,4,1,18.0,23.12,,20.55333333333333,,
2009-12-01,La Gomera,65.73,26.67,0.4057507987220447,12,4,0,27.27,20.54,,21.936666666666667,,
2010-01-01,La Gomera,62.07,22.15,0.3568551635250523,1,1,1,26.67,18.0,26.43,23.98,28.0175,-0.16193719258418468
2010-02-01,La Gomera,65.44,29.26,0.4471271393643032,2,1,1,22.15,27.27,36.34,25.363333333333333,27.660833333333333,-0.1948266373142543
2010-03-01,La Gomera,63.52,29.24,0.4603274559193954,3,1,1,29.26,26.67,49.75,26.02666666666667,27.070833333333336,-0.41226130653266335
2010-04-01,La Gomera,58.28,20.61,0.3536376115305422,4,2,0,29.24,22.15,55.51,26.883333333333336,25.361666666666668,-0.6287155467483336
2010-05-01,La Gomera,51.57,20.79,0.4031413612565445,5,2,0,20.61,29.26,20.74,26.37,22.453333333333333,0.002410800385728096
2010-06-01,La Gomera,50.69,18.37,0.3623988952456106,6,2,0,20.79,29.24,14.89,23.546666666666667,22.4575,0.23371390194761588
2010-07-01,La Gomera,54.68,19.55,0.3575347476225311,7,3,0,18.37,20.61,16.95,19.923333333333336,22.747500000000002,0.1533923303834809
2010-08-01,La Gomera,66.43,28.43,0.4279692909829896,8,3,1,19.55,20.79,23.12,19.569999999999997,22.964166666666667,0.22967128027681655
2010-09-01,La Gomera,60.81,23.24,0.382173984542016,9,3,1,28.43,18.37,20.54,22.11666666666667,23.406666666666666,0.13145082765335928
2010-10-01,La Gomera,64.38,25.39,0.3943771357564461,10,4,0,23.24,19.55,18.0,23.74,23.631666666666664,0.41055555555555556
2010-11-01,La Gomera,68.38,31.26,0.4571512138052062,11,4,1,25.39,28.43,27.27,25.686666666666667,24.2475,0.14631463146314638
2010-12-01,La Gomera,73.19,28.93,0.3952725782210685,12,4,0,31.26,23.24,26.67,26.63,24.580000000000002,0.08473940757405317
2011-01-01,La Gomera,73.94,31.3,0.4233162023262105,1,1,1,28.93,25.39,22.15,28.526666666666667,24.76833333333333,0.41309255079006785
2011-02-01,La Gomera,73.65,36.08,0.4898845892735912,2,1,1,31.3,31.26,29.26,30.49666666666667,25.530833333333334,0.23308270676691717
2011-03-01,La Gomera,75.11,37.32,0.4968712554919451,3,1,1,36.08,28.93,29.24,32.10333333333333,26.099166666666672,0.27633378932968544
2011-04-01,La Gomera,71.71,32.18,0.4487519174452657,4,2,0,37.32,31.3,20.61,34.9,26.772500000000004,0.5613779718583213
2011-05-01,La Gomera,50.26,21.15,0.4208117787504974,5,2,0,32.18,36.08,20.79,35.193333333333335,27.736666666666668,0.017316017316017288
2011-06-01,La Gomera,49.77,17.95,0.3606590315451075,6,2,0,21.15,37.32,18.37,30.216666666666665,27.766666666666666,-0.022863364180729543
2011-07-01,La Gomera,56.99,23.51,0.4125285137743464,7,3,0,17.95,32.18,19.55,23.76,27.731666666666666,0.20255754475703328
2011-08-01,La Gomera,63.8,29.22,0.4579937304075235,8,3,1,23.51,21.15,28.43,20.87,28.061666666666667,0.02778754836440377
2011-09-01,La Gomera,57.85,25.13,0.4343993085566119,9,3,1,29.22,17.95,23.24,23.560000000000002,28.1275,0.0813253012048193
2011-10-01,La Gomera,64.04,29.5,0.4606495940037476,10,4,0,25.13,23.51,25.39,25.953333333333333,28.285,0.1618747538400945
2011-11-01,La Gomera,68.65,35.37,0.5152221412964311,11,4,1,29.5,29.22,31.26,27.95,28.6275,0.1314779270633396
2011-12-01,La Gomera,68.68,30.12,0.4385556202679091,12,4,0,35.37,25.13,28.93,30.0,28.97,0.04113377117179403
2012-01-01,La Gomera,71.39,34.7,0.4860624737358174,1,1,1,30.12,29.5,31.3,31.663333333333338,29.06916666666667,0.10862619808306716
2012-02-01,La Gomera,75.65,38.87,0.5138136153337739,2,1,1,34.7,35.37,36.08,33.39666666666667,29.352500000000003,0.07732815964523279
2012-03-01,La Gomera,73.88,36.4,0.4926908500270709,3,1,1,38.87,30.12,37.32,34.56333333333333,29.584999999999997,-0.024651661307609905
2012-04-01,La Gomera,67.85,32.0,0.4716285924834194,4,2,0,36.4,34.7,32.18,36.656666666666666,29.50833333333333,-0.005593536357986318
2012-05-01,La Gomera,51.6,19.76,0.3829457364341085,5,2,0,32.0,38.87,21.15,35.75666666666667,29.49333333333333,-0.06572104018912515
2012-06-01,La Gomera,52.43,21.14,0.4032042723631509,6,2,0,19.76,36.4,17.95,29.38666666666667,29.377499999999998,0.17771587743732598
2012-07-01,La Gomera,43.73,17.4,0.3978961811113652,7,3,0,21.14,32.0,23.51,24.3,29.643333333333334,-0.25988940876222894
2012-08-01,La Gomera,60.42,22.33,0.3695796094008606,8,3,1,17.4,19.76,29.22,19.433333333333334,29.13416666666667,-0.23579739904175226
2012-09-01,La Gomera,57.57,19.72,0.3425395171096057,9,3,1,22.33,21.14,25.13,20.289999999999996,28.56,-0.21528054118583367
2012-10-01,La Gomera,65.93,26.58,0.4031548612164416,10,4,0,19.72,17.4,29.5,19.816666666666663,28.109166666666667,-0.09898305084745769
2012-11-01,La Gomera,72.64,31.86,0.4386013215859031,11,4,1,26.58,22.33,35.37,22.876666666666665,27.86583333333333,-0.099236641221374
2012-12-01,La Gomera,71.51,32.62,0.4561599776255068,12,4,0,31.86,19.72,30.12,26.05333333333333,27.573333333333334,0.08300132802124822
2013-01-01,La Gomera,72.87,32.86,0.4509400301907506,1,1,1,32.62,26.58,34.7,30.353333333333335,27.781666666666666,-0.05302593659942372
2013-02-01,La Gomera,80.12,41.25,0.514852720918622,2,1,1,32.86,31.86,38.87,32.446666666666665,27.62833333333333,0.061229740159506114
2013-03-01,La Gomera,79.75,40.45,0.5072100313479624,3,1,1,41.25,32.62,36.4,35.57666666666667,27.826666666666664,0.11126373626373638
2013-04-01,La Gomera,72.64,30.46,0.4193281938325991,4,2,0,40.45,32.86,32.0,38.18666666666667,28.16416666666667,-0.04812499999999997
2013-05-01,La Gomera,54.43,21.46,0.3942678669851185,5,2,0,30.46,41.25,19.76,37.38666666666666,28.035833333333333,0.08603238866396756
2013-06-01,La Gomera,58.86,20.29,0.3447162759089364,6,2,0,21.46,40.45,21.14,30.790000000000003,28.1775,-0.040208136234626365
2013-07-01,La Gomera,56.85,21.34,0.3753737906772207,7,3,0,20.29,30.46,17.4,24.070000000000004,28.106666666666666,0.2264367816091955
2013-08-01,La Gomera,67.79,27.25,0.4019766927275409,8,3,1,21.34,21.46,22.33,21.03,28.435000000000002,0.22033139274518596
2013-09-01,La Gomera,58.43,23.87,0.4085230189970905,9,3,1,27.25,20.29,19.72,22.959999999999997,28.845000000000002,0.21044624746450316
2013-10-01,La Gomera,70.77,31.14,0.4400169563374311,10,4,0,23.87,21.34,26.58,24.153333333333336,29.19083333333333,0.17155756207674952
2013-11-01,La Gomera,76.29,38.79,0.5084545812033031,11,4,1,31.14,27.25,31.86,27.419999999999998,29.570833333333336,0.2175141242937853
2013-12-01,La Gomera,72.88,35.91,0.492727771679473,12,4,0,38.79,23.87,32.62,31.266666666666666,30.14833333333333,0.10085836909871243
2014-01-01,La Gomera,78.82,40.25,0.5106571936056838,1,1,1,35.91,31.14,32.86,35.28,30.4225,0.22489348752282412
2014-02-01,La Gomera,85.33,45.18,0.5294738075706082,2,1,1,40.25,38.79,41.25,38.31666666666666,31.038333333333338,0.09527272727272726
2014-03-01,La Gomera,85.49,42.58,0.4980699497017195,3,1,1,45.18,35.91,40.45,40.446666666666665,31.365833333333338,0.05265760197775019
2014-04-01,La Gomera,71.8,31.34,0.4364902506963788,4,2,0,42.58,40.25,30.46,42.669999999999995,31.543333333333333,0.028890347997373573
2014-05-01,La Gomera,59.14,23.94,0.404802164355766,5,2,0,31.34,45.18,21.46,39.699999999999996,31.616666666666664,0.11556383970177075
2014-06-01,La Gomera,61.91,22.81,0.3684380552414795,6,2,0,23.94,42.58,20.29,32.62,31.823333333333334,0.12419911286347952
2014-07-01,La Gomera,70.91,26.59,0.3749823720208715,7,3,0,22.81,31.34,21.34,26.03,32.03333333333333,0.24601686972820994
2014-08-01,La Gomera,74.7,31.65,0.4236947791164658,8,3,1,26.59,23.94,27.25,24.44666666666667,32.47083333333333,0.16146788990825683
2014-09-01,La Gomera,71.59,30.75,0.4295292638636681,9,3,1,31.65,22.81,23.87,27.016666666666666,32.8375,0.2882279011311269
2014-10-01,La Gomera,67.27,26.86,0.3992864575590902,10,4,0,30.75,26.59,31.14,29.66333333333333,33.41083333333333,-0.1374438021836866
2014-11-01,La Gomera,73.17,37.97,0.5189285226185595,11,4,1,26.86,31.65,38.79,29.75333333333333,33.05416666666667,-0.02113946893529261
2014-12-01,La Gomera,73.26,33.61,0.4587769587769587,12,4,0,37.97,30.75,35.91,31.86,32.98583333333334,-0.0640490114174324
2015-01-01,La Gomera,71.48,35.24,0.4930050363738109,1,1,1,33.61,26.86,40.25,32.81333333333333,32.79416666666666,-0.12447204968944095
2015-02-01,La Gomera,79.4,41.65,0.5245591939546599,2,1,1,35.24,37.97,45.18,35.60666666666666,32.376666666666665,-0.07813191677733514
2015-03-01,La Gomera,74.55,38.09,0.510932260228035,3,1,1,41.65,33.61,42.58,36.833333333333336,32.0825,-0.10544856740253629
2015-04-01,La Gomera,71.17,31.07,0.4365603484614304,4,2,0,38.09,35.24,31.34,38.32666666666667,31.708333333333332,-0.008615188257817472
2015-05-01,La Gomera,58.91,23.21,0.3939908334747921,5,2,0,31.07,41.65,23.94,36.93666666666667,31.685833333333335,-0.03049289891395156
2015-06-01,La Gomera,57.47,18.58,0.3232991125804767,6,2,0,23.21,38.09,22.81,30.790000000000003,31.625,-0.18544498027181064
2015-07-01,La Gomera,62.83,21.43,0.3410791023396466,7,3,0,18.58,31.07,26.59,24.286666666666665,31.272500000000004,-0.19405791650996615
2015-08-01,La Gomera,71.02,30.36,0.4274852154322726,8,3,1,21.43,23.21,31.65,21.073333333333334,30.8425,-0.040758293838862536
2015-09-01,La Gomera,70.08,29.99,0.427939497716895,9,3,1,30.36,18.58,30.75,23.456666666666667,30.735,-0.024715447154471597
2015-10-01,La Gomera,72.59,34.53,0.4756853561096569,10,4,0,29.99,21.43,26.86,27.26,30.671666666666667,0.2855547282204022
2015-11-01,La Gomera,76.44,40.47,0.5294348508634223,11,4,1,34.53,30.36,37.97,31.626666666666665,31.310833333333335,0.06584145377929945
2015-12-01,La Gomera,77.67,40.39,0.52002059997425,12,4,0,40.47,29.99,33.61,34.99666666666667,31.519166666666663,0.20172567688188042
2016-01-01,La Gomera,84.42,44.34,0.5252309879175551,1,1,1,40.39,34.53,35.24,38.46333333333334,32.08416666666667,0.25822928490351876
2016-02-01,La Gomera,86.3,48.61,0.5632676709154114,2,1,1,44.34,40.47,41.65,41.73333333333334,32.8425,0.16710684273709486
2016-03-01,La Gomera,101.71,93.47,0.9189853505063416,3,1,1,48.61,40.39,38.09,44.446666666666665,33.42250000000001,1.4539249146757676
2016-04-01,La Gomera,87.87,66.16,0.752930465460339,4,2,0,93.47,44.34,31.07,62.14000000000001,38.0375,1.1293852590923719
2016-05-01,La Gomera,70.82,48.54,0.6853996046314601,5,2,0,66.16,48.61,23.21,69.41333333333334,40.961666666666666,1.0913399396811718
2016-06-01,La Gomera,72.03,45.61,0.6332083853949743,6,2,0,48.54,93.47,18.58,69.39,43.0725,1.454790096878364
2016-07-01,La Gomera,80.43,56.91,0.7075718015665795,7,3,0,45.61,66.16,21.43,53.43666666666667,45.324999999999996,1.6556229584694353
2016-08-01,La Gomera,94.78,78.27,0.8258071323063937,8,3,1,56.91,48.54,30.36,50.35333333333333,48.281666666666666,1.5780632411067192
2016-09-01,La Gomera,86.32,70.61,0.818002780352178,9,3,1,78.27,45.61,29.99,60.26333333333333,52.274166666666666,1.354451483827943
2016-10-01,La Gomera,95.07,75.84,0.7977279899021774,10,4,0,70.61,56.91,34.53,68.59666666666665,55.659166666666664,1.1963509991311903
2016-11-01,La Gomera,97.81,89.15,0.9114609958081996,11,4,1,75.84,78.27,40.47,74.90666666666665,59.10166666666667,1.202866320731406
2016-12-01,La Gomera,106.23,85.27,0.8026922714863973,12,4,0,89.15,70.61,40.39,78.53333333333335,63.15833333333333,1.111166130230255
2017-01-01,La Gomera,103.47,96.98,0.9372765052672272,1,1,1,85.27,75.84,44.34,83.42,66.89833333333333,1.187189896256202
2017-02-01,La Gomera,110.93,106.18,0.9571802037320832,2,1,1,96.98,89.15,48.61,90.46666666666668,71.285,1.1843242131248717
2017-03-01,La Gomera,117.34,109.16,0.9302880518152375,3,1,1,106.18,85.27,93.47,96.14333333333333,76.0825,0.16786134588638063
2017-04-01,La Gomera,97.68,77.44,0.7927927927927927,4,2,0,109.16,96.98,66.16,104.10666666666667,77.39,0.1704957678355502
2017-05-01,La Gomera,74.96,49.01,0.6538153681963714,5,2,0,77.44,106.18,48.54,97.59333333333332,78.33,0.009682735887927459
2017-06-01,La Gomera,74.83,45.97,0.614325805158359,6,2,0,49.01,109.16,45.61,78.53666666666666,78.36916666666667,0.007893005919754427
2017-07-01,La Gomera,75.88,51.33,0.676462836056932,7,3,0,45.97,77.44,56.91,57.47333333333333,78.39916666666666,-0.09804955192409065
2017-08-01,La Gomera,92.36,67.16,0.7271546123863144,8,3,1,51.33,49.01,78.27,48.77,77.93416666666667,-0.14194455091350452
2017-09-01,La Gomera,103.82,77.8,0.7493739163937585,9,3,1,67.16,45.97,70.61,54.82,77.00833333333334,0.10182693669451916
2017-10-01,La Gomera,95.64,77.44,0.8097030531158511,10,4,0,77.8,51.33,75.84,65.43,77.6075,0.021097046413502032
2017-11-01,La Gomera,116.78,107.46,0.9201918136667236,11,4,1,77.44,67.16,89.15,74.13333333333333,77.74083333333333,0.20538418395961847
2017-12-01,La Gomera,106.1,79.66,0.7508011310084826,12,4,0,107.46,77.8,85.27,87.56666666666666,79.26666666666667,-0.06579101677025917
2018-01-01,La Gomera,108.95,101.22,0.9290500229463056,1,1,1,79.66,77.44,96.98,88.18666666666665,78.79916666666666,0.04372035471231176
2018-02-01,La Gomera,111.67,103.4,0.9259425091788304,2,1,1,101.22,107.46,106.18,96.11333333333333,79.1525,-0.026181955170465256
2018-03-01,La Gomera,105.8,96.49,0.9120037807183364,3,1,1,103.4,79.66,109.16,94.75999999999999,78.92083333333333,-0.11606815683400515
2018-04-01,La Gomera,85.85,68.07,0.7928945835760046,4,2,0,96.49,101.22,77.44,100.37,77.865,-0.12099690082644635
2018-05-01,La Gomera,71.09,44.37,0.6241384160922774,5,2,0,68.07,103.4,49.01,89.32,77.08416666666666,-0.09467455621301776
2018-06-01,La Gomera,69.65,36.19,0.5195979899497487,6,2,0,44.37,96.49,45.97,69.64333333333333,76.69749999999999,-0.21274744398520778
2018-07-01,La Gomera,76.37,49.27,0.6451486185675003,7,3,0,36.19,68.07,51.33,49.54333333333333,75.88250000000001,-0.040132476134813855
2018-08-01,La Gomera,90.45,67.22,0.7431730237700387,8,3,1,49.27,44.37,67.16,43.276666666666664,75.71083333333333,0.0008933889219774014
2018-09-01,La Gomera,85.21,63.71,0.7476821969252436,9,3,1,67.22,36.19,77.8,50.89333333333334,75.71583333333334,-0.1811053984575835
2018-10-01,La Gomera,89.16,70.48,0.7904890085240018,10,4,0,63.71,49.27,77.44,60.06666666666666,74.54166666666666,-0.08987603305785116
2018-11-01,La Gomera,96.91,89.68,0.9253946961097927,11,4,1,70.48,67.22,107.46,67.13666666666667,73.96166666666666,-0.1654569142006327
2018-12-01,La Gomera,100.68,78.49,0.7795987286452124,12,4,0,89.68,63.71,79.66,74.62333333333333,72.48,-0.014687421541551617
2019-01-01,La Gomera,98.34,88.23,0.8971934106162294,1,1,1,78.49,70.48,101.22,79.55000000000001,72.38250000000001,-0.12833432128037933
2019-02-01,La Gomera,100.74,91.29,0.9061941631923766,2,1,1,88.23,89.68,103.4,85.46666666666665,71.3,-0.11711798839458412
2019-03-01,La Gomera,99.92,85.98,0.8604883907125701,3,1,1,91.29,78.49,96.49,86.00333333333333,70.29083333333334,-0.1089232044771478
2019-04-01,La Gomera,91.46,65.99,0.7215176033238574,4,2,0,85.98,88.23,68.07,88.5,69.415,-0.03055677978551489
2019-05-01,La Gomera,69.86,44.84,0.6418551388491269,5,2,0,65.99,91.29,44.37,81.08666666666666,69.24166666666667,0.010592742844264277
2019-06-01,La Gomera,67.32,38.12,0.566250742721331,6,2,0,44.84,85.98,36.19,65.60333333333334,69.28083333333333,0.053329649074329924
2019-07-01,La Gomera,80.38,49.03,0.6099776063697437,7,3,0,38.12,65.99,49.27,49.65,69.44166666666666,-0.004871118327582747
2019-08-01,La Gomera,92.31,64.07,0.6940743148087963,8,3,1,49.03,44.84,67.22,43.99666666666667,69.42166666666667,-0.04686105325795903
2019-09-01,La Gomera,83.02,55.77,0.6717658395567334,9,3,1,64.07,38.12,63.71,50.406666666666666,69.15916666666666,-0.12462721707738185
2019-10-01,La Gomera,86.93,58.32,0.6708846198090417,10,4,0,55.77,49.03,70.48,56.29,68.4975,-0.17253121452894443
2019-11-01,La Gomera,96.59,82.39,0.8529868516409566,11,4,1,58.32,64.07,89.68,59.38666666666666,67.48416666666667,-0.08128902765388053
2019-12-01,La Gomera,100.86,74.55,0.7391433670434265,12,4,0,82.39,55.77,78.49,65.49333333333334,66.87666666666667,-0.0501974773856542
2020-01-01,La Gomera,103.7,88.14,0.8499517839922854,1,1,1,74.55,58.32,88.23,71.75333333333333,66.54833333333333,-0.001020061203672259
2020-02-01,La Gomera,106.56,89.97,0.8443130630630631,2,1,1,88.14,82.39,91.29,81.69333333333333,66.54083333333332,-0.014459415050936656
2020-03-01,La Gomera,98.6,35.58,0.3608519269776876,3,1,1,89.97,74.55,85.98,84.22000000000001,66.43083333333333,-0.5861828332170272
2020-07-01,La Gomera,79.06,15.7,0.1985833544143688,7,3,0,35.58,88.14,65.99,71.23,62.23083333333333,-0.7620851644188513
2020-08-01,La Gomera,91.59,53.94,0.5889289223714379,8,3,1,15.7,89.97,44.84,47.083333333333336,58.03999999999999,0.202943800178412
2020-09-01,La Gomera,81.57,27.53,0.3375015324261371,9,3,1,53.94,35.58,38.12,35.07333333333333,58.79833333333334,-0.27780692549842595
2020-10-01,La Gomera,80.89,18.43,0.227840276919273,10,4,0,27.53,15.7,49.03,32.39,57.91583333333333,-0.624107689169896
2020-11-01,La Gomera,85.95,24.09,0.2802792321116928,11,4,1,18.43,53.94,64.07,33.300000000000004,55.365833333333335,-0.6240049945372248
2020-12-01,La Gomera,93.35,30.49,0.3266202463845742,12,4,0,24.09,27.53,55.77,23.349999999999998,52.034166666666664,-0.4532902994441457
2021-01-01,La Gomera,85.02,13.95,0.1640790402258292,1,1,1,30.49,18.43,58.32,24.336666666666662,49.9275,-0.7608024691358025
2021-02-01,La Gomera,82.12,18.48,0.2250365319045299,2,1,1,13.95,24.09,82.39,22.843333333333334,46.23,-0.7757009345794392
2021-03-01,La Gomera,87.28,23.88,0.2736021998166819,3,1,1,18.48,30.49,74.55,20.973333333333333,40.90416666666666,-0.6796780684104629
2021-04-01,La Gomera,86.82,19.34,0.2227597327804653,4,2,0,23.88,13.95,88.14,18.77,36.681666666666665,-0.7805763557975947
2021-05-01,La Gomera,73.56,25.44,0.3458401305057096,5,2,0,19.34,18.48,89.97,20.566666666666666,30.948333333333334,-0.7172390796932311
2021-06-01,La Gomera,76.76,28.36,0.3694632621156852,6,2,0,25.44,23.88,35.58,22.886666666666667,25.570833333333336,-0.20292299044406967
2021-07-01,La Gomera,88.35,51.25,0.5800792303338993,7,3,0,28.36,19.34,15.7,24.38,24.969166666666666,2.2643312101910826
2021-08-01,La Gomera,104.87,70.45,0.671784113664537,8,3,1,51.25,25.44,53.94,35.016666666666666,27.93166666666666,0.3060808305524658
2021-09-01,La Gomera,92.07,63.16,0.6859997827739763,9,3,1,70.45,28.36,27.53,50.02,29.3075,1.2942244823828548
2021-10-01,La Gomera,97.29,73.96,0.7602014595539108,10,4,0,63.16,51.25,18.43,61.620000000000005,32.276666666666664,3.013022246337493
2021-11-01,La Gomera,106.87,96.37,0.9017497894638346,11,4,1,73.96,70.45,24.09,69.19,36.90416666666667,3.000415110004151
2021-12-01,La Gomera,110.98,82.03,0.7391421877815822,12,4,0,96.37,63.16,30.49,77.83,42.9275,1.6903902918989835
2022-01-01,La Gomera,112.53,90.61,0.8052075002221629,1,1,1,82.03,73.96,13.95,84.11999999999999,47.222500000000004,5.495340501792115
2022-02-01,La Gomera,118.38,95.96,0.8106099003210001,2,1,1,90.61,96.37,18.48,89.67,53.610833333333325,4.192640692640692
2022-03-01,La Gomera,116.37,92.39,0.7939331442811721,3,1,1,95.96,82.03,23.88,89.53333333333335,60.067499999999995,2.8689279731993302
2022-04-01,La Gomera,112.3,73.14,0.6512911843276937,4,2,0,92.39,90.61,19.34,92.98666666666666,65.77666666666666,2.7817993795243017
2022-05-01,La Gomera,81.22,48.43,0.5962817040137897,5,2,0,73.14,95.96,25.44,87.16333333333334,70.26,0.903694968553459
2022-06-01,La Gomera,81.45,44.07,0.5410681399631676,6,2,0,48.43,92.39,28.36,71.32000000000001,72.17583333333333,0.5539492242595205
2022-07-01,La Gomera,90.79,55.91,0.615816719903073,7,3,0,44.07,73.14,51.25,55.21333333333333,73.485,0.09092682926829261
2022-08-01,La Gomera,108.36,75.08,0.692875599852344,8,3,1,55.91,48.43,70.45,49.47,73.87333333333333,0.06572036905606807
2022-09-01,La Gomera,89.77,57.44,0.6398574133897739,9,3,1,75.08,44.07,63.16,58.35333333333333,74.25916666666667,-0.09056364787840404
2022-10-01,La Gomera,95.25,65.46,0.6872440944881889,10,4,0,57.44,55.91,73.96,62.81,73.7825,-0.11492698756084371
