fecha,isla,adr_eur,revpar_eur,grado_ocupacion,month,quarter,is_high_season,revpar_eur_lag_1,revpar_eur_lag_3,revpar_eur_lag_12,revpar_eur_rolling_mean_3,revpar_eur_rolling_mean_12,revpar_eur_yoy_growth
2025-02-01,El Hierro,91.54,51.51,0.5627048284902774,2,1,1,54.57,56.0,43.8,50.853333333333325,46.265833333333326,0.176027397260274
2025-03-01,El Hierro,93.53,55.77,0.5962792686838447,3,1,1,51.51,41.99,47.54,49.35666666666666,46.90833333333333,0.17311737484223821
2025-04-01,El Hierro,90.44,55.45,0.6131136665192394,4,2,0,55.77,54.57,38.36,53.94999999999999,47.594166666666666,0.44551616266944744
2025-05-01,El Hierro,87.69,40.2,0.4584331166609648,5,2,0,55.45,51.51,33.46,54.24333333333333,49.01833333333334,0.2014345487148835
2025-06-01,El Hierro,78.84,40.71,0.5163622526636226,6,2,0,40.2,55.77,31.82,50.47333333333333,49.580000000000005,0.2793840351979887
2025-07-01,El Hierro,102.14,55.59,0.5442529860975133,7,3,0,40.71,55.45,44.25,45.453333333333326,50.32083333333333,0.25627118644067803
2025-08-01,El Hierro,102.62,81.64,0.7955564217501462,8,3,1,55.59,40.2,60.24,45.5,51.265833333333326,0.35524568393094286
2025-09-01,El Hierro,82.74,61.14,0.7389412617839014,9,3,1,81.64,40.71,52.66,59.31333333333333,53.04916666666666,0.16103304215723518
2025-10-01,El Hierro,92.82,48.49,0.5224089635854342,10,4,0,61.14,55.59,50.5,66.12333333333332,53.755833333333335,-0.03980198019801976
2025-11-01,El Hierro,91.57,63.06,0.6886534891339959,11,4,1,48.49,81.64,56.0,63.75666666666666,53.58833333333334,0.1260714285714286
2025-12-01,El Hierro,91.93,48.75,0.5302947895137604,12,4,0,63.06,61.14,41.99,57.56333333333333,54.17666666666667,0.16099071207430335
2026-01-01,El Hierro,94.64,58.51,0.6182375316990701,1,1,1,48.75,48.49,54.57,53.43333333333333,54.74,0.07220084295400399
2009-01-01,Fuerteventura,64.37,43.74,0.6795090880845114,1,1,1,,,,,,
2009-02-01,Fuerteventura,68.1,38.55,0.566079295154185,2,1,1,43.74,,,,,
2009-03-01,Fuerteventura,66.08,49.2,0.7445520581113803,3,1,1,38.55,,,,,
2009-04-01,Fuerteventura,72.53,48.32,0.6662070867227354,4,2,0,49.2,43.74,,43.830000000000005,,
2009-05-01,Fuerteventura,61.76,38.1,0.6169041450777203,5,2,0,48.32,38.55,,45.35666666666666,,
2009-06-01,Fuerteventura,63.18,43.88,0.6945235834124723,6,2,0,38.1,49.2,,45.20666666666667,,
2009-07-01,Fuerteventura,68.87,53.13,0.7714534630463191,7,3,0,43.88,48.32,,43.43333333333334,,
2009-08-01,Fuerteventura,82.26,67.79,0.8240943350352541,8,3,1,53.13,38.1,,45.03666666666667,,
2009-09-01,Fuerteventura,66.78,50.99,0.7635519616651693,9,3,1,67.79,43.88,,54.93333333333334,,
2009-10-01,Fuerteventura,65.59,44.45,0.6776947705442903,10,4,0,50.99,53.13,,57.303333333333335,,
2009-11-01,Fuerteventura,66.85,47.25,0.7068062827225131,11,4,1,44.45,67.79,,54.410000000000004,,
2009-12-01,Fuerteventura,71.41,43.3,0.6063576529897773,12,4,0,47.25,50.99,,47.56333333333333,,
2010-01-01,Fuerteventura,63.65,41.22,0.647604084838963,1,1,1,43.3,44.45,43.74,44.99999999999999,47.39166666666667,-0.057613168724279906
2010-02-01,Fuerteventura,59.81,35.97,0.6014044474168199,2,1,1,41.22,47.25,38.55,43.923333333333325,47.181666666666665,-0.06692607003891046
2010-03-01,Fuerteventura,63.4,43.83,0.6913249211356467,3,1,1,35.97,43.3,49.2,40.16333333333333,46.96666666666667,-0.10914634146341472
2010-04-01,Fuerteventura,58.52,37.16,0.6349965823650033,4,2,0,43.83,41.22,48.32,40.339999999999996,46.51916666666667,-0.23096026490066232
2010-05-01,Fuerteventura,61.24,38.16,0.6231221423905943,5,2,0,37.16,35.97,38.1,38.98666666666666,45.58916666666667,0.0015748031496061723
2010-06-01,Fuerteventura,57.08,41.28,0.7231955150665733,6,2,0,38.16,43.83,43.88,39.71666666666666,45.594166666666666,-0.05925250683682774
2010-07-01,Fuerteventura,62.38,49.92,0.8002564924655338,7,3,0,41.28,37.16,53.13,38.86666666666667,45.3775,-0.060417843026538694
2010-08-01,Fuerteventura,68.42,59.96,0.8763519438760596,8,3,1,49.92,38.16,67.79,43.12,45.10999999999999,-0.1155037616167577
2010-09-01,Fuerteventura,64.61,53.65,0.8303668162823092,9,3,1,59.96,41.28,50.99,50.38666666666666,44.4575,0.052167091586585536
2010-10-01,Fuerteventura,63.37,48.97,0.7727631371311346,10,4,0,53.65,49.92,44.45,54.51,44.67916666666667,0.10168728908886379
2010-11-01,Fuerteventura,60.71,48.73,0.8026684236534343,11,4,1,48.97,59.96,47.25,54.19333333333333,45.05583333333333,0.03132275132275126
2010-12-01,Fuerteventura,68.38,42.98,0.6285463585843813,12,4,0,48.73,53.65,43.3,50.44999999999999,45.17916666666667,-0.007390300230946889
2011-01-01,Fuerteventura,62.86,47.1,0.7492841234489341,1,1,1,42.98,48.97,41.22,46.893333333333324,45.1525,0.14264919941775844
2011-02-01,Fuerteventura,63.78,54.71,0.8577924114142365,2,1,1,47.1,48.73,35.97,46.26999999999999,45.642500000000005,0.5209897136502641
2011-03-01,Fuerteventura,64.88,59.87,0.9227805178791616,3,1,1,54.71,42.98,43.83,48.26333333333333,47.20416666666667,0.36595938854665755
2011-04-01,Fuerteventura,66.4,54.63,0.8227409638554216,4,2,0,59.87,47.1,37.16,53.89333333333334,48.54083333333333,0.4701291711517763
2011-05-01,Fuerteventura,62.79,41.64,0.6631629240324892,5,2,0,54.63,54.71,38.16,56.40333333333333,49.99666666666667,0.09119496855345924
2011-06-01,Fuerteventura,61.01,47.86,0.7844615636780856,6,2,0,41.64,59.87,41.28,52.04666666666666,50.28666666666667,0.1593992248062015
2011-07-01,Fuerteventura,65.34,63.24,0.9678604224058768,7,3,0,47.86,54.63,49.92,48.04333333333333,50.835,0.2668269230769231
2011-08-01,Fuerteventura,73.4,68.03,0.9268392370572206,8,3,1,63.24,41.64,59.96,50.913333333333334,51.945,0.13458972648432288
2011-09-01,Fuerteventura,67.66,57.95,0.8564883239728053,9,3,1,68.03,47.86,53.65,59.71,52.6175,0.08014911463187334
2011-10-01,Fuerteventura,68.02,53.61,0.7881505439576596,10,4,0,57.95,63.24,48.97,63.07333333333333,52.975833333333334,0.09475188891157853
2011-11-01,Fuerteventura,65.13,55.81,0.8569015814524797,11,4,1,53.61,68.03,48.73,59.86333333333332,53.36249999999999,0.14529037553868265
2011-12-01,Fuerteventura,68.02,46.02,0.6765657159658924,12,4,0,55.81,57.95,42.98,55.79,53.95250000000001,0.070730572359237
2012-01-01,Fuerteventura,65.8,50.33,0.7648936170212766,1,1,1,46.02,53.61,47.1,51.81333333333333,54.20583333333334,0.0685774946921443
2012-02-01,Fuerteventura,68.17,52.51,0.7702801818981957,2,1,1,50.33,55.81,54.71,50.72,54.475,-0.04021202705172734
2012-03-01,Fuerteventura,67.22,55.41,0.8243082415947635,3,1,1,52.51,46.02,59.87,49.62,54.291666666666664,-0.07449473860030068
2012-04-01,Fuerteventura,69.08,50.06,0.7246670526925304,4,2,0,55.41,50.33,54.63,52.74999999999999,53.919999999999995,-0.08365367014460919
2012-05-01,Fuerteventura,60.36,38.34,0.6351888667992048,5,2,0,50.06,52.51,41.64,52.66,53.53916666666667,-0.07925072046109503
2012-06-01,Fuerteventura,67.76,44.78,0.66086186540732,6,2,0,38.34,55.41,47.86,47.93666666666667,53.26416666666666,-0.06435436690346842
2012-07-01,Fuerteventura,73.82,54.08,0.7325927932809537,7,3,0,44.78,50.06,63.24,44.39333333333334,53.00749999999999,-0.14484503478810884
2012-08-01,Fuerteventura,76.82,55.94,0.7281957823483468,8,3,1,54.08,38.34,68.03,45.73333333333333,52.244166666666665,-0.17771571365574015
2012-09-01,Fuerteventura,66.25,52.46,0.7918490566037736,9,3,1,55.94,44.78,57.95,51.599999999999994,51.23666666666667,-0.09473684210526319
2012-10-01,Fuerteventura,73.97,55.69,0.7528727862647019,10,4,0,52.46,54.08,53.61,54.16,50.77916666666667,0.03879873157992909
2012-11-01,Fuerteventura,70.46,54.23,0.7696565427192734,11,4,1,55.69,55.94,55.81,54.69666666666666,50.95250000000001,-0.028310338648987732
2012-12-01,Fuerteventura,68.89,46.54,0.6755697488750181,12,4,0,54.23,52.46,46.02,54.126666666666665,50.82083333333333,0.0112994350282485
2013-01-01,Fuerteventura,67.76,48.82,0.7204840613931522,1,1,1,46.54,55.69,50.33,52.15333333333333,50.86416666666667,-0.03000198688654874
2013-02-01,Fuerteventura,66.99,48.65,0.7262277951933125,2,1,1,48.82,54.23,52.51,49.86333333333332,50.73833333333332,-0.07350980765568463
2013-03-01,Fuerteventura,68.85,51.15,0.7429193899782135,3,1,1,48.65,46.54,55.41,48.00333333333333,50.416666666666664,-0.07688142934488357
2013-04-01,Fuerteventura,66.89,44.57,0.6663178352519061,4,2,0,51.15,48.82,50.06,49.54,50.06166666666667,-0.10966839792249304
2013-05-01,Fuerteventura,63.54,41.55,0.653918791312559,5,2,0,44.57,48.65,38.34,48.12333333333333,49.604166666666664,0.08372456964006243
2013-06-01,Fuerteventura,61.35,41.97,0.6841075794621027,6,2,0,41.55,51.15,44.78,45.75666666666666,49.87166666666667,-0.06275122822688706
2013-07-01,Fuerteventura,64.62,47.32,0.7322810275456515,7,3,0,41.97,44.57,54.08,42.69666666666666,49.63750000000001,-0.12499999999999997
2013-08-01,Fuerteventura,78.92,67.54,0.8558033451596554,8,3,1,47.32,41.55,55.94,43.61333333333332,49.07416666666666,0.20736503396496261
2013-09-01,Fuerteventura,71.73,60.86,0.8484595009061758,9,3,1,67.54,41.97,52.46,52.276666666666664,50.04083333333333,0.16012199771254287
2013-10-01,Fuerteventura,76.2,60.23,0.7904199475065616,10,4,0,60.86,47.32,55.69,58.57333333333332,50.740833333333335,0.08152271502962828
2013-11-01,Fuerteventura,70.69,58.72,0.8306691186872259,11,4,1,60.23,67.54,54.23,62.876666666666665,51.119166666666665,0.08279550064539927
2013-12-01,Fuerteventura,72.23,53.95,0.7469195625086529,12,4,0,58.72,60.86,46.54,59.93666666666666,51.49333333333333,0.15921787709497215
2014-01-01,Fuerteventura,66.02,52.67,0.7977885489245684,1,1,1,53.95,60.23,48.82,57.633333333333326,52.11083333333334,0.07886112249078249
2014-02-01,Fuerteventura,65.56,49.87,0.7606772422208663,2,1,1,52.67,58.72,48.65,55.11333333333334,52.431666666666665,0.02507708119218908
2014-03-01,Fuerteventura,67.92,54.42,0.8012367491166078,3,1,1,49.87,53.95,51.15,52.163333333333334,52.53333333333333,0.0639296187683285
2014-04-01,Fuerteventura,69.8,52.21,0.7479942693409742,4,2,0,54.42,52.67,44.57,52.31999999999999,52.80583333333333,0.17141575050482388
2014-05-01,Fuerteventura,65.52,46.04,0.7026862026862027,5,2,0,52.21,49.87,41.55,52.166666666666664,53.4425,0.1080625752105897
2014-06-01,Fuerteventura,66.0,51.05,0.7734848484848484,6,2,0,46.04,54.42,41.97,50.88999999999999,53.81666666666666,0.21634500833928993
2014-07-01,Fuerteventura,74.87,60.98,0.8144784292774141,7,3,0,51.05,52.21,47.32,49.76666666666666,54.57333333333333,0.28867286559594246
2014-08-01,Fuerteventura,79.24,72.07,0.9095153962645128,8,3,1,60.98,46.04,67.54,52.68999999999999,55.711666666666666,0.06707136511696753
2014-09-01,Fuerteventura,71.52,64.79,0.9059004474272933,9,3,1,72.07,51.05,60.86,61.36666666666665,56.08916666666667,0.0645744331252055
2014-10-01,Fuerteventura,77.31,63.54,0.8218859138533178,10,4,0,64.79,60.98,60.23,65.94666666666666,56.416666666666664,0.05495600199236265
2014-11-01,Fuerteventura,71.3,57.73,0.8096774193548387,11,4,1,63.54,72.07,58.72,66.8,56.6925,-0.016859673024523195
2014-12-01,Fuerteventura,85.64,62.67,0.7317842129845866,12,4,0,57.73,64.79,53.95,62.01999999999999,56.60999999999999,0.16163113994439293
2015-01-01,Fuerteventura,68.82,51.93,0.7545771578029643,1,1,1,62.67,63.54,52.67,61.313333333333325,57.336666666666666,-0.014049743687108448
2015-02-01,Fuerteventura,70.18,54.0,0.7694499857509262,2,1,1,51.93,57.73,49.87,57.44333333333333,57.275,0.08281531983156212
2015-03-01,Fuerteventura,78.05,62.28,0.7979500320307495,3,1,1,54.0,62.67,54.42,56.19999999999999,57.619166666666665,0.1444321940463065
2015-04-01,Fuerteventura,74.48,55.67,0.7474489795918368,4,2,0,62.28,51.93,52.21,56.06999999999999,58.27416666666667,0.06627082934303775
2015-05-01,Fuerteventura,70.36,50.95,0.7241330301307561,5,2,0,55.67,54.0,46.04,57.316666666666656,58.5625,0.1066463944396178
2015-06-01,Fuerteventura,69.29,56.19,0.8109395295136382,6,2,0,50.95,62.28,51.05,56.29999999999999,58.97166666666667,0.10068560235063664
2015-07-01,Fuerteventura,78.86,67.61,0.8573421252853157,7,3,0,56.19,55.67,60.98,54.26999999999999,59.4,0.10872417185962616
2015-08-01,Fuerteventura,89.07,81.83,0.9187156169305042,8,3,1,67.61,50.95,72.07,58.24999999999999,59.95250000000001,0.1354238934369364
2015-09-01,Fuerteventura,82.32,71.81,0.8723275024295434,9,3,1,81.83,56.19,64.79,68.54333333333331,60.76583333333334,0.10835005402068214
2015-10-01,Fuerteventura,82.67,73.58,0.8900447562598282,10,4,0,71.81,67.61,63.54,73.74999999999999,61.350833333333334,0.15801070192005034
2015-11-01,Fuerteventura,80.38,70.34,0.8750933067927346,11,4,1,73.58,81.83,57.73,75.74,62.1875,0.21843062532478794
2015-12-01,Fuerteventura,83.75,64.4,0.7689552238805971,12,4,0,70.34,71.81,62.67,71.91,63.23833333333332,0.027604914632200477
2016-01-01,Fuerteventura,78.2,60.82,0.7777493606138107,1,1,1,64.4,73.58,51.93,69.43999999999998,63.3825,0.17119198921625267
2016-02-01,Fuerteventura,79.74,64.15,0.8044895911713069,2,1,1,60.82,70.34,54.0,65.18666666666665,64.12333333333333,0.18796296296296308
2016-03-01,Fuerteventura,86.34,74.42,0.861941162844568,3,1,1,64.15,64.4,62.28,63.12333333333333,64.96916666666668,0.19492614001284522
2016-04-01,Fuerteventura,78.66,65.02,0.8265954741927282,4,2,0,74.42,60.82,55.67,66.46333333333332,65.98083333333334,0.1679540147296568
2016-05-01,Fuerteventura,73.13,58.61,0.8014494735402707,5,2,0,65.02,64.15,50.95,67.86333333333333,66.76,0.1503434739941118
2016-06-01,Fuerteventura,77.52,67.07,0.8651960784313725,6,2,0,58.61,74.42,56.19,66.01666666666665,67.39833333333333,0.19362875956575895
2016-07-01,Fuerteventura,87.38,77.43,0.886129549095903,7,3,0,67.07,65.02,67.61,63.566666666666656,68.30499999999999,0.1452447862742199
2016-08-01,Fuerteventura,96.73,88.2,0.9118163961542438,8,3,1,77.43,58.61,81.83,67.70333333333332,69.12333333333333,0.07784431137724557
2016-09-01,Fuerteventura,86.12,80.53,0.935090571295866,9,3,1,88.2,67.07,71.81,77.56666666666665,69.65416666666665,0.12143155549366381
2016-10-01,Fuerteventura,85.89,77.57,0.903131912911864,10,4,0,80.53,77.43,73.58,82.05333333333333,70.38083333333334,0.054226692035879244
2016-11-01,Fuerteventura,85.0,77.43,0.9109411764705884,11,4,1,77.57,88.2,70.34,82.09999999999998,70.71333333333332,0.10079613306795569
2016-12-01,Fuerteventura,90.11,69.05,0.7662856508711574,12,4,0,77.43,80.53,64.4,78.50999999999999,71.30416666666667,0.07220496894409924
2017-01-01,Fuerteventura,80.58,66.99,0.8313477289650036,1,1,1,69.05,77.57,60.82,74.68333333333332,71.69166666666666,0.10144689246958229
2017-02-01,Fuerteventura,83.72,66.75,0.7973005255613952,2,1,1,66.99,77.43,64.15,71.15666666666665,72.20583333333333,0.04053000779423217
2017-03-01,Fuerteventura,87.87,76.95,0.8757255035848412,3,1,1,66.75,69.05,74.42,67.59666666666665,72.4225,0.03399623757054557
2017-04-01,Fuerteventura,88.29,72.52,0.8213840752067051,4,2,0,76.95,66.99,65.02,70.22999999999998,72.63333333333334,0.11534912334666257
2017-05-01,Fuerteventura,81.69,65.8,0.805484147386461,5,2,0,72.52,66.75,58.61,72.07333333333332,73.25833333333334,0.12267531138031049
2017-06-01,Fuerteventura,84.05,71.82,0.8544913741820345,6,2,0,65.8,76.95,67.07,71.75666666666666,73.8575,0.0708215297450425
2017-07-01,Fuerteventura,93.62,80.61,0.8610339671010467,7,3,0,71.82,72.52,77.43,70.04666666666667,74.25333333333334,0.041069352963967354
2017-08-01,Fuerteventura,104.72,93.66,0.8943850267379679,8,3,1,80.61,65.8,88.2,72.74333333333333,74.51833333333333,0.06190476190476183
2017-09-01,Fuerteventura,92.41,86.59,0.937019803051618,9,3,1,93.66,71.82,80.53,82.02999999999999,74.97333333333333,0.07525145908357136
2017-10-01,Fuerteventura,95.26,85.38,0.8962838547134159,10,4,0,86.59,80.61,77.57,86.95333333333333,75.47833333333334,0.10068325383524562
2017-11-01,Fuerteventura,93.24,85.92,0.9214929214929216,11,4,1,85.38,93.66,77.43,88.54333333333334,76.12916666666666,0.10964742347927152
2017-12-01,Fuerteventura,97.01,78.95,0.8138336253994434,12,4,0,85.92,86.59,69.05,85.96333333333332,76.83666666666666,0.14337436640115866
2018-01-01,Fuerteventura,87.37,73.74,0.8439967952386401,1,1,1,78.95,85.38,66.99,83.41666666666666,77.66166666666668,0.10076130765785939
2018-02-01,Fuerteventura,89.37,75.53,0.8451381895490656,2,1,1,73.74,85.92,66.75,79.53666666666665,78.22416666666666,0.13153558052434458
2018-03-01,Fuerteventura,91.76,81.25,0.885462074978204,3,1,1,75.53,78.95,76.95,76.07333333333332,78.95583333333333,0.05588044184535409
2018-04-01,Fuerteventura,87.77,70.43,0.8024381907257606,4,2,0,81.25,73.74,72.52,76.83999999999999,79.31416666666667,-0.028819635962492957
2018-05-01,Fuerteventura,79.77,61.41,0.7698382850695751,5,2,0,70.43,75.53,65.8,75.73666666666666,79.14,-0.06671732522796353
2018-06-01,Fuerteventura,82.59,71.03,0.8600314808088146,6,2,0,61.41,81.25,71.82,71.02999999999999,78.77416666666666,-0.010999721526037206
2018-07-01,Fuerteventura,99.61,79.03,0.7933942375263527,7,3,0,71.03,70.43,80.61,67.62333333333333,78.70833333333333,-0.01960054583798534
2018-08-01,Fuerteventura,99.68,88.39,0.8867375601926163,8,3,1,79.03,61.41,93.66,70.49,78.57666666666667,-0.05626734998932304
2018-09-01,Fuerteventura,93.66,83.66,0.8932308349348708,9,3,1,88.39,71.03,86.59,79.48333333333332,78.1375,-0.033837625591869806
2018-10-01,Fuerteventura,95.06,79.34,0.834630759520303,10,4,0,83.66,79.03,85.38,83.69333333333331,77.89333333333333,-0.07074256266104466
2018-11-01,Fuerteventura,92.88,74.38,0.8008182601205857,11,4,1,79.34,88.39,85.92,83.79666666666665,77.39,-0.13431098696461832
2018-12-01,Fuerteventura,90.66,61.33,0.6764835649680123,12,4,0,74.38,83.66,78.95,79.12666666666665,76.42833333333333,-0.22317922735908807
2019-01-01,Fuerteventura,87.47,60.8,0.6950954613010175,1,1,1,61.33,79.34,73.74,71.68333333333332,74.96000000000001,-0.17548142120965554
2019-02-01,Fuerteventura,84.55,55.98,0.6620934358367829,2,1,1,60.8,74.38,75.53,65.50333333333332,73.88166666666667,-0.2588375479941746
2019-03-01,Fuerteventura,91.58,69.51,0.7590085171434812,3,1,1,55.98,61.33,81.25,59.36999999999998,72.2525,-0.14449230769230764
2019-04-01,Fuerteventura,86.47,60.97,0.7051000346941135,4,2,0,69.51,60.8,70.43,62.09666666666666,71.27416666666666,-0.13431776231719447
2019-05-01,Fuerteventura,79.23,51.89,0.6549286886280449,5,2,0,60.97,55.98,61.41,62.15333333333333,70.48583333333333,-0.15502361178961074
2019-06-01,Fuerteventura,79.88,58.4,0.7310966449674512,6,2,0,51.89,69.51,71.03,60.79,69.69250000000001,-0.177812192031536
2019-07-01,Fuerteventura,90.47,66.23,0.7320658781916658,7,3,0,58.4,60.97,79.03,57.08666666666665,68.64,-0.1619638112109325
2019-08-01,Fuerteventura,101.98,78.61,0.7708374191017846,8,3,1,66.23,51.89,88.39,58.839999999999996,67.57333333333334,-0.11064600067880984
2019-09-01,Fuerteventura,90.93,74.2,0.8160123171670516,9,3,1,78.61,58.4,83.66,67.74666666666666,66.75833333333334,-0.1130767391824049
2019-10-01,Fuerteventura,92.65,68.24,0.7365353480841877,10,4,0,74.2,66.23,79.34,73.01333333333332,65.97000000000001,-0.13990420973027487
2019-11-01,Fuerteventura,94.53,72.11,0.7628266158891357,11,4,1,68.24,78.61,74.38,73.68333333333332,65.045,-0.030518956708792636
2019-12-01,Fuerteventura,96.85,69.69,0.7195663397005679,12,4,0,72.11,74.2,61.33,71.51666666666667,64.85583333333334,0.13631175607369966
2020-01-01,Fuerteventura,83.6,60.36,0.7220095693779904,1,1,1,69.69,68.24,60.8,70.01333333333332,65.5525,-0.0072368421052631205
2020-02-01,Fuerteventura,86.96,65.37,0.7517249310027599,2,1,1,60.36,72.11,55.98,67.38666666666666,65.51583333333333,0.16773847802786723
2020-03-01,Fuerteventura,81.66,33.82,0.414156257653686,3,1,1,65.37,69.69,69.51,65.14,66.29833333333333,-0.5134513019709395
2020-07-01,Fuerteventura,89.34,34.82,0.3897470338034475,7,3,0,33.82,60.36,60.97,53.18333333333333,63.32416666666666,-0.428899458750205
2020-08-01,Fuerteventura,101.83,51.96,0.5102622017087303,8,3,1,34.82,65.37,51.89,44.669999999999995,61.145,0.0013490075158990227
2020-09-01,Fuerteventura,94.22,21.07,0.2236255572065379,9,3,1,51.96,33.82,58.4,40.199999999999996,61.15083333333333,-0.6392123287671233
2020-10-01,Fuerteventura,84.01,16.29,0.1939054874419711,10,4,0,21.07,34.82,66.23,35.949999999999996,58.04,-0.7540389551562736
2020-11-01,Fuerteventura,77.45,27.94,0.3607488702388637,11,4,1,16.29,51.96,78.61,29.77333333333333,53.87833333333333,-0.6445744816181148
2020-12-01,Fuerteventura,106.31,36.77,0.3458752704355188,12,4,0,27.94,21.07,74.2,21.766666666666662,49.655833333333334,-0.5044474393530997
2021-01-01,Fuerteventura,75.29,17.35,0.2304422898127241,1,1,1,36.77,16.29,68.24,27.0,46.53666666666667,-0.7457502930832356
2021-02-01,Fuerteventura,95.77,30.7,0.3205596742194841,2,1,1,17.35,27.94,72.11,27.353333333333335,42.295833333333334,-0.5742615448620163
2021-03-01,Fuerteventura,95.91,33.62,0.3505369617349598,3,1,1,30.7,36.77,69.69,28.27333333333333,38.845000000000006,-0.5175778447409959
2021-04-01,Fuerteventura,103.67,37.07,0.35757692678692,4,2,0,33.62,17.35,60.36,27.22333333333333,35.83916666666667,-0.3858515573227303
2021-05-01,Fuerteventura,92.3,40.96,0.4437703141928494,5,2,0,37.07,30.7,65.37,33.79666666666666,33.89833333333333,-0.3734128805262353
2021-06-01,Fuerteventura,87.22,33.58,0.3850034395780784,6,2,0,40.96,33.62,33.82,37.21666666666666,31.864166666666666,-0.00709639266706097
2021-07-01,Fuerteventura,91.67,52.28,0.5703065343078434,7,3,0,33.58,37.07,34.82,37.203333333333326,31.844166666666666,0.5014359563469271
2021-08-01,Fuerteventura,99.54,72.02,0.7235282298573437,8,3,1,52.28,40.96,51.96,42.27333333333333,33.299166666666665,0.38606620477290216
2021-09-01,Fuerteventura,94.47,68.88,0.7291203556684661,9,3,1,72.02,33.58,21.07,52.626666666666665,34.97083333333333,2.2691029900332222
2021-10-01,Fuerteventura,99.46,76.03,0.7644279107178766,10,4,0,68.88,52.28,16.29,64.39333333333333,38.955,3.667280540208717
2021-11-01,Fuerteventura,99.91,80.39,0.804624161745571,11,4,1,76.03,72.02,27.94,72.30999999999999,43.93333333333333,1.8772369362920545
2021-12-01,Fuerteventura,106.26,66.15,0.6225296442687748,12,4,0,80.39,68.88,36.77,75.09999999999998,48.30416666666667,0.7990209409844983
2022-01-01,Fuerteventura,87.82,43.45,0.4947620132088363,1,1,1,66.15,76.03,17.35,74.19,50.7525,1.5043227665706052
2022-02-01,Fuerteventura,88.58,54.49,0.615150146759991,2,1,1,43.45,80.39,30.7,63.330000000000005,52.9275,0.7749185667752444
2022-03-01,Fuerteventura,94.54,75.38,0.7973344616035539,3,1,1,54.49,66.15,33.62,54.696666666666665,54.910000000000004,1.242117787031529
2022-04-01,Fuerteventura,95.41,68.28,0.7156482548999057,4,2,0,75.38,43.45,37.07,57.77333333333333,58.39000000000001,0.841920690585379
2022-05-01,Fuerteventura,84.35,54.03,0.6405453467694132,5,2,0,68.28,54.49,40.96,66.05,60.990833333333335,0.319091796875
2022-06-01,Fuerteventura,90.82,63.12,0.6950011010790575,6,2,0,54.03,75.38,33.58,65.89666666666666,62.07999999999999,0.8796902918403812
2022-07-01,Fuerteventura,103.39,80.22,0.7758970886932972,7,3,0,63.12,68.28,52.28,61.81,64.54166666666667,0.5344299923488905
2022-08-01,Fuerteventura,108.93,92.39,0.8481593684017258,8,3,1,80.22,54.03,72.02,65.79,66.87,0.2828381005276313
2022-09-01,Fuerteventura,97.02,82.97,0.8551844980416409,9,3,1,92.39,63.12,68.88,78.57666666666667,68.5675,0.2045586527293845
2022-10-01,Fuerteventura,99.52,73.9,0.7425643086816721,10,4,0,82.97,80.22,76.03,85.19333333333333,69.74166666666666,-0.028015257135341254
2022-11-01,Fuerteventura,103.42,80.85,0.7817636820730999,11,4,1,73.9,92.39,80.39,83.08666666666666,69.56416666666667,0.005722104739395369
2022-12-01,Fuerteventura,108.1,78.76,0.7285846438482887,12,4,0,80.85,82.97,66.15,79.24000000000001,69.6025,0.19062736205593345
2023-01-01,Fuerteventura,96.9,72.9,0.7523219814241486,1,1,1,78.76,73.9,43.45,77.83666666666666,70.65333333333334,0.6777905638665133
2023-02-01,Fuerteventura,96.26,73.93,0.7680241013920632,2,1,1,72.9,80.85,54.49,77.50333333333334,73.1075,0.35676270875389987
2023-03-01,Fuerteventura,100.71,82.41,0.8182901400059577,3,1,1,73.93,78.76,75.38,75.19666666666667,74.7275,0.09326081188644204
2023-04-01,Fuerteventura,101.66,71.86,0.706866024001574,4,2,0,82.41,72.9,68.28,76.41333333333334,75.31333333333333,0.05243116578793202
2023-05-01,Fuerteventura,90.78,60.87,0.670522141440846,5,2,0,71.86,73.93,54.03,76.06666666666666,75.61166666666666,0.12659633536923923
2023-06-01,Fuerteventura,95.41,68.88,0.7219369038884813,6,2,0,60.87,82.41,63.12,71.71333333333332,76.18166666666667,0.091254752851711
2023-07-01,Fuerteventura,112.63,82.38,0.7314214685252597,7,3,0,68.88,71.86,80.22,67.20333333333333,76.66166666666668,0.026925953627524268
2023-08-01,Fuerteventura,120.91,96.56,0.7986105367628815,8,3,1,82.38,60.87,92.39,70.71,76.84166666666667,0.04513475484359781
2023-09-01,Fuerteventura,107.17,92.46,0.8627414388354949,9,3,1,96.56,68.88,82.97,82.60666666666667,77.18916666666667,0.11437869109316615
2023-10-01,Fuerteventura,115.52,90.4,0.7825484764542937,10,4,0,92.46,82.38,73.9,90.46666666666665,77.98,0.22327469553450607
2023-11-01,Fuerteventura,109.25,94.14,0.8616933638443935,11,4,1,90.4,96.56,80.85,93.14,79.355,0.16437847866419303
2023-12-01,Fuerteventura,116.24,91.64,0.7883688919476944,12,4,0,94.14,92.46,78.76,92.33333333333333,80.46249999999999,0.16353478923311318
2024-01-01,Fuerteventura,100.02,81.08,0.8106378724255149,1,1,1,91.64,90.4,72.9,92.06,81.53583333333333,0.11220850480109729
2024-02-01,Fuerteventura,107.5,92.98,0.8649302325581396,2,1,1,81.08,94.14,73.93,88.95333333333333,82.2175,0.2576761801704314
