isla,train_end,test_end,test_start,covid_fold,model,mae,rmse,mape,interval_coverage
La Palma,114,117,2019-07-01,False,sarimax_exog,1.4435411556180664,2.071207897089899,0.03744185391080141,1.0
La Palma,114,117,2019-07-01,False,lightgbm,3.4569236103410454,3.573105256447113,0.08610862212918331,
La Palma,114,117,2019-07-01,False,lightgbm_exog,3.4636812937040937,4.114742551323708,0.08224072226918377,
La Palma,117,120,2019-10-01,False,naive_estacional,6.623333333333335,6.782479880790902,0.16299626451174007,
La Palma,117,120,2019-10-01,False,sarima,2.270580462564226,2.6153026908445987,0.051950673744055355,1.0
La Palma,117,120,2019-10-01,False,sarimax_exog,2.801876132353918,2.9268899204477297,0.06730177388750311,1.0
La Palma,117,120,2019-10-01,False,lightgbm,6.472449627958684,7.9033611585015064,0.14513702893180389,
La Palma,117,120,2019-10-01,False,lightgbm_exog,4.654210718913814,5.6963423241334405,0.10469348841535088,
La Palma,120,123,2020-01-01,True,naive_estacional,10.743333333333334,16.27059617838265,0.42733103275001266,
La Palma,120,123,2020-01-01,True,sarima,12.020328324047577,16.895723549021806,0.4657229327848902,0.6666666666666666
La Palma,120,123,2020-01-01,True,sarimax_exog,11.776825870669972,15.19423216459729,0.43452142504478725,0.6666666666666666
La Palma,120,123,2020-01-01,True,lightgbm,9.312566373942923,14.825895424302475,0.38272901713730817,
La Palma,120,123,2020-01-01,True,lightgbm_exog,11.265628892863555,15.596651781042446,0.4332121618733698,
La Palma,123,126,2020-07-01,True,naive_estacional,19.406666666666666,22.447085928170424,1.238424595966204,
La Palma,123,126,2020-07-01,True,sarima,20.985090487507623,23.174695720492647,0.9556580108345502,0.0
La Palma,123,126,2020-07-01,True,sarimax_exog,35.02986660405852,40.2281631938551,1.0813014481974654,0.3333333333333333
La Palma,123,126,2020-07-01,True,lightgbm,14.728921441619086,18.111187668418204,1.0615563871330929,
La Palma,123,126,2020-07-01,True,lightgbm_exog,14.520655380524893,17.547268409302415,1.0211319574455442,
La Palma,126,129,2020-10-01,True,naive_estacional,21.28333333333333,22.168579115495877,1.1814529574195094,
La Palma,126,129,2020-10-01,True,sarima,21.527744116065822,22.17872467261343,1.1883886495978808,0.0
La Palma,126,129,2020-10-01,True,sarimax_exog,43.08975922645482,44.40477618707834,2.3608196907579293,0.0
La Palma,126,129,2020-10-01,True,lightgbm,12.483219716815436,18.751514692144802,0.7656535738602859,
La Palma,126,129,2020-10-01,True,lightgbm_exog,11.37030184655319,16.905512564420913,0.6962563551104108,
La Palma,129,132,2021-01-01,True,naive_estacional,27.893333333333334,28.675223916591598,2.232130162588494,
La Palma,129,132,2021-01-01,True,sarima,14.426659587686899,15.491033150267107,1.1674491378812744,0.6666666666666666
La Palma,129,132,2021-01-01,True,sarimax_exog,5.177072684472452,6.264057572523088,0.4347025076816744,1.0
La Palma,129,132,2021-01-01,True,lightgbm,17.226354899629055,17.51374934350264,1.350503821084749,
La Palma,129,132,2021-01-01,True,lightgbm_exog,10.756904282637805,10.857956828889353,0.8583798132677515,
La Palma,132,135,2021-04-01,True,naive_estacional,20.576666666666664,23.336430032604955,1.2297955005007286,
La Palma,132,135,2021-04-01,True,sarima,7.54643487031943,7.5615677397545795,0.4420841845117098,1.0
La Palma,132,135,2021-04-01,True,sarimax_exog,3.202533061434101,3.880513682567202,0.19059811923482073,1.0
La Palma,132,135,2021-04-01,True,lightgbm,2.9196507204610906,4.264978532631375,0.16588984572243737,
La Palma,132,135,2021-04-01,True,lightgbm_exog,1.8570137969333114,2.54024964660699,0.10486626839024349,
La Palma,135,138,2021-07-01,False,naive_estacional,14.39,18.29476883337602,0.34839456575773103,
La Palma,135,138,2021-07-01,False,sarima,39.517975090770484,40.442232051545346,0.8346302756442286,0.0
La Palma,135,138,2021-07-01,False,sarimax_exog,38.317167584759595,38.31722647302314,0.8384631412159301,0.0
La Palma,135,138,2021-07-01,False,lightgbm,21.396967561994074,24.63051695868813,0.44689004864344994,
La Palma,135,138,2021-07-01,False,lightgbm_exog,32.668547785149286,33.177623731632025,0.6948066938987116,
La Palma,138,141,2021-10-01,False,naive_estacional,5.376666666666666,5.988948154726337,0.2189736222158476,
La Palma,138,141,2021-10-01,False,sarima,6.692968623926859,7.250335691013021,0.27556636378626226,1.0
La Palma,138,141,2021-10-01,False,sarimax_exog,15.46138751758003,15.472310654053702,0.6338649883983049,1.0
La Palma,138,141,2021-10-01,False,lightgbm,12.095177401270726,12.813242226493072,0.49850366352873654,
La Palma,138,141,2021-10-01,False,lightgbm_exog,6.52822171512831,8.884043203735697,0.2715419284552035,
La Palma,141,144,2022-01-01,False,naive_estacional,8.81,10.065086520575303,0.3740649241173997,
La Palma,141,144,2022-01-01,False,sarima,4.126120689174531,4.475299067079069,0.18207292795376595,1.0
La Palma,141,144,2022-01-01,False,sarimax_exog,3.011072581644695,3.2109527818188015,0.1377926627683051,1.0
La Palma,141,144,2022-01-01,False,lightgbm,10.20217735428088,10.387246570632058,0.4818650736215208,
La Palma,141,144,2022-01-01,False,lightgbm_exog,5.03495293279703,6.489731837301223,0.21531194400497458,
La Palma,144,147,2022-04-01,False,naive_estacional,17.136666666666667,17.26467974410955,0.49944404947097837,
La Palma,144,147,2022-04-01,False,sarima,9.888756427889208,12.292821573101545,0.27787602548604884,0.6666666666666666
La Palma,144,147,2022-04-01,False,sarimax_exog,6.835791512420066,9.464162184017596,0.19039344092195007,1.0
La Palma,144,147,2022-04-01,False,lightgbm,7.280078325055883,7.698418311232465,0.21048256952453023,
La Palma,144,147,2022-04-01,False,lightgbm_exog,8.37752296600342,8.97718112932916,0.24074086450968982,
La Palma,147,150,2022-07-01,False,naive_estacional,18.513333333333332,21.622943062096486,0.25849386042780415,
La Palma,147,150,2022-07-01,False,sarima,29.600289716211552,33.1034293662865,0.425936081030364,0.0
La Palma,147,150,2022-07-01,False,sarimax_exog,12.02630068860781,16.173391799288762,0.15383221988899434,0.6666666666666666
La Palma,147,150,2022-07-01,False,lightgbm,22.46709424750821,26.293411406673506,0.31437937044809244,
La Palma,147,150,2022-07-01,False,lightgbm_exog,23.735688404031595,28.473765326663447,0.328336713648336,
La Palma,150,153,2022-10-01,False,naive_estacional,19.69,20.00250400991503,0.44319671629649804,
La Palma,150,153,2022-10-01,False,sarima,10.221254027624559,10.490653264238636,0.22953305589202508,1.0
La Palma,150,153,2022-10-01,False,sarimax_exog,5.441290857055821,5.777741279444358,0.1271589654985031,1.0
La Palma,150,153,2022-10-01,False,lightgbm,10.967170491900163,13.453288737624296,0.2414149806668245,
La Palma,150,153,2022-10-01,False,lightgbm_exog,4.270350744810341,6.015812050246074,0.09083006263801069,
La Palma,153,156,2023-01-01,False,naive_estacional,20.343333333333337,20.84755541224598,0.48706804687334854,
La Palma,153,156,2023-01-01,False,sarima,7.019887256162261,8.065996913706334,0.1634096717260671,1.0
La Palma,153,156,2023-01-01,False,sarimax_exog,2.868573689116353,3.108266666906232,0.06664637576888585,1.0
La Palma,153,156,2023-01-01,False,lightgbm,6.696699662573333,7.043090971860763,0.1591024546000691,
La Palma,153,156,2023-01-01,False,lightgbm_exog,4.891526341084789,7.029388857123703,0.10834566067590129,
La Palma,156,159,2023-04-01,False,naive_estacional,3.780000000000001,4.02569248701388,0.12045620999080518,
La Palma,156,159,2023-04-01,False,sarima,15.796906827766184,16.231214415132357,0.5068233391490405,1.0
La Palma,156,159,2023-04-01,False,sarimax_exog,16.434165474810936,16.488926835600658,0.5204726206223548,1.0
La Palma,156,159,2023-04-01,False,lightgbm,1.5763490585725215,2.0831985177830474,0.05265618181900505,
La Palma,156,159,2023-04-01,False,lightgbm_exog,4.5247272126858915,4.691138911452693,0.13923737489395147,
La Palma,159,162,2023-07-01,False,naive_estacional,21.21333333333333,26.43854257203549,0.4554368256071406,
La Palma,159,162,2023-07-01,False,sarima,21.35304348500775,24.337806017468836,0.46703020250728616,0.6666666666666666
La Palma,159,162,2023-07-01,False,sarimax_exog,17.00788387483397,21.294917297799877,0.3661422348382739,0.6666666666666666
La Palma,159,162,2023-07-01,False,lightgbm,2.6623654049635896,3.13793992207821,0.06267739071926516,
La Palma,159,162,2023-07-01,False,lightgbm_exog,2.8934213765755863,3.156669855699821,0.0680748309550037,
La Palma,162,165,2023-10-01,False,naive_estacional,16.083333333333332,16.102839294153476,0.2679970872887363,
La Palma,162,165,2023-10-01,False,sarima,29.537754748714956,29.71770699175341,0.4894119081732205,0.0
La Palma,162,165,2023-10-01,False,sarimax_exog,31.355332507429694,31.38236021188222,0.5212557986363278,0.0
La Palma,162,165,2023-10-01,False,lightgbm,21.996527964943027,22.47361801727208,0.3632281590418604,
La Palma,162,165,2023-10-01,False,lightgbm_exog,10.031472593332344,11.762284959059967,0.16576695112526896,
La Palma,165,168,2024-01-01,False,naive_estacional,20.55,20.81567438254163,0.3285910951802576,
La Palma,165,168,2024-01-01,False,sarima,13.829829955955537,13.881600510077785,0.22096775128532867,1.0
La Palma,165,168,2024-01-01,False,sarimax_exog,14.677819496096916,14.720103814089716,0.23441465566096722,1.0
La Palma,165,168,2024-01-01,False,lightgbm,23.822050817221623,23.908445004725838,0.3802489062293866,
La Palma,165,168,2024-01-01,False,lightgbm_exog,25.9336695372688,25.969034512793304,0.4139142665312048,
La Palma,168,171,2024-04-01,False,naive_estacional,3.8466666666666653,5.348881503018487,0.09857478733679326,
La Palma,168,171,2024-04-01,False,sarima,18.173339246957735,18.55024166691616,0.5259529144075881,0.3333333333333333
La Palma,168,171,2024-04-01,False,sarimax_exog,15.83287955049155,16.206280563732374,0.450459835017374,0.6666666666666666
La Palma,168,171,2024-04-01,False,lightgbm,10.267290623164646,11.634032261863835,0.2783207187895729,
La Palma,168,171,2024-04-01,False,lightgbm_exog,10.661312100067619,11.544174786736365,0.2905432407712715,
La Palma,171,174,2024-07-01,False,naive_estacional,7.186666666666667,7.762246238471611,0.1347854505760202,
La Palma,171,174,2024-07-01,False,sarima,10.532149090890485,11.711681930699285,0.20009366077215032,1.0
La Palma,171,174,2024-07-01,False,sarimax_exog,5.54319215348644,6.79381265635173,0.10328332698559332,1.0
La Palma,171,174,2024-07-01,False,lightgbm,4.237035820967319,6.1672411205575655,0.08974320792681191,
La Palma,171,174,2024-07-01,False,lightgbm_exog,7.683519696290548,9.47296879022831,0.1385962139384357,
La Palma,174,177,2024-10-01,False,naive_estacional,9.35666666666667,14.270249939413583,0.22656687803741912,
